10,1,278,456,86,247,1,-1,-1,-1
10,4,1310,456,80,204,1,-1,-1,-1
11,3,0,243,174,657,1,-1,-1,-1
11,0,1690,390,134,348,1,-1,-1,-1
11,1,279,454,85,249,1,-1,-1,-1
11,2,1869,369,51,221,1,-1,-1,-1
11,4,1317,459,74,198,1,-1,-1,-1
11,9,1282,538,44,121,1,-1,-1,-1
12,3,0,247,179,657,1,-1,-1,-1
12,0,1686,388,138,354,1,-1,-1,-1
12,1,279,455,86,246,1,-1,-1,-1
12,2,1867,367,53,226,1,-1,-1,-1
12,4,1315,463,75,194,1,-1,-1,-1
13,3,0,250,190,665,1,-1,-1,-1
13,0,1683,390,146,347,1,-1,-1,-1
13,2,1867,362,53,240,1,-1,-1,-1
13,10,108,497,81,250,1,-1,-1,-1
13,4,1326,467,65,196,1,-1,-1,-1
13,1,274,460,91,239,1,-1,-1,-1
14,3,0,249,196,664,1,-1,-1,-1
14,0,1686,388,130,351,1,-1,-1,-1
14,2,1867,362,52,253,1,-1,-1,-1
14,10,108,494,82,256,1,-1,-1,-1
14,4,1319,461,75,198,1,-1,-1,-1
15,3,0,244,187,676,1,-1,-1,-1
15,0,1682,387,135,354,1,-1,-1,-1
15,4,1321,461,74,197,1,-1,-1,-1
15,2,1862,359,58,249,1,-1,-1,-1
15,11,1289,540,45,120,1,-1,-1,-1
15,10,113,516,76,229,1,-1,-1,-1
16,3,0,248,190,669,1,-1,-1,-1
16,0,1679,386,136,358,1,-1,-1,-1
16,4,1318,460,76,201,1,-1,-1,-1
16,2,1860,358,60,250,1,-1,-1,-1
16,11,1291,531,45,131,1,-1,-1,-1
17,3,0,246,206,666,1,-1,-1,-1
17,0,1673,386,136,361,1,-1,-1,-1
17,2,1860,348,60,323,1,-1,-1,-1
17,4,1322,460,72,200,1,-1,-1,-1
17,11,1292,537,44,127,1,-1,-1,-1
18,3,0,245,215,662,1,-1,-1,-1
18,0,1671,385,129,363,1,-1,-1,-1
18,2,1860,341,60,378,1,-1,-1,-1
18,4,1326,464,72,194,1,-1,-1,-1
18,11,1292,540,45,123,1,-1,-1,-1
19,3,0,243,222,661,1,-1,-1,-1
19,0,1663,385,141,364,1,-1,-1,-1
19,2,1867,341,52,394,1,-1,-1,-1
19,4,1326,459,72,201,1,-1,-1,-1
19,11,1293,540,45,122,1,-1,-1,-1
19,12,309,451,89,253,1,-1,-1,-1
20,3,0,244,236,661,1,-1,-1,-1
20,2,1865,344,54,392,1,-1,-1,-1
20,0,1656,385,151,367,1,-1,-1,-1
20,4,1328,461,75,198,1,-1,-1,-1
20,12,294,443,105,263,1,-1,-1,-1
20,11,1293,541,47,121,1,-1,-1,-1
20,13,1808,447,61,174,1,-1,-1,-1
20,14,1300,495,85,171,1,-1,-1,-1
21,3,0,243,246,664,1,-1,-1,-1
21,2,1864,342,55,398,1,-1,-1,-1
21,0,1653,385,155,371,1,-1,-1,-1
21,12,298,442,101,265,1,-1,-1,-1
21,4,1329,461,73,197,1,-1,-1,-1
21,13,1806,444,61,173,1,-1,-1,-1
22,3,2,254,250,647,1,-1,-1,-1
22,2,1862,344,57,402,1,-1,-1,-1
22,0,1654,381,151,376,1,-1,-1,-1
22,12,298,444,105,265,1,-1,-1,-1
22,4,1332,462,75,194,1,-1,-1,-1
22,13,1801,447,64,173,1,-1,-1,-1
22,15,1294,544,50,117,1,-1,-1,-1
23,3,0,245,272,660,1,-1,-1,-1
23,2,1855,342,63,408,1,-1,-1,-1
23,0,1651,379,153,378,1,-1,-1,-1
23,12,285,448,123,261,1,-1,-1,-1
23,4,1334,463,76,194,1,-1,-1,-1
23,15,1298,543,47,118,1,-1,-1,-1
24,3,0,241,290,662,1,-1,-1,-1
24,0,1643,380,165,382,1,-1,-1,-1
24,2,1846,340,73,417,1,-1,-1,-1
24,12,300,455,107,251,1,-1,-1,-1
24,4,1332,463,79,196,1,-1,-1,-1
25,3,0,238,320,667,1,-1,-1,-1
25,2,1835,338,85,422,1,-1,-1,-1
25,0,1644,388,156,373,1,-1,-1,-1
25,12,318,462,87,242,1,-1,-1,-1
25,4,1333,464,77,197,1,-1,-1,-1
26,3,0,231,336,677,1,-1,-1,-1
26,2,1836,338,83,426,1,-1,-1,-1
26,0,1640,388,159,373,1,-1,-1,-1
26,12,326,460,79,242,1,-1,-1,-1
26,4,1333,467,76,197,1,-1,-1,-1
27,3,0,232,339,682,1,-1,-1,-1
27,2,1837,335,82,432,1,-1,-1,-1
27,0,1636,384,165,377,1,-1,-1,-1
27,12,319,458,87,247,1,-1,-1,-1
27,4,1334,467,74,197,1,-1,-1,-1
27,16,1305,523,43,136,1,-1,-1,-1
28,3,3,236,353,673,1,-1,-1,-1
28,0,1635,382,165,381,1,-1,-1,-1
28,2,1836,330,83,435,1,-1,-1,-1
28,12,326,483,84,222,1,-1,-1,-1
28,4,1334,467,76,199,1,-1,-1,-1
28,16,1307,524,42,135,1,-1,-1,-1
29,3,12,233,361,677,1,-1,-1,-1
29,0,1633,380,164,384,1,-1,-1,-1
29,2,1832,325,86,446,1,-1,-1,-1
29,12,330,488,81,216,1,-1,-1,-1
29,4,1337,466,72,201,1,-1,-1,-1
29,16,1307,523,43,136,1,-1,-1,-1
30,3,18,235,380,665,1,-1,-1,-1
30,0,1630,377,168,389,1,-1,-1,-1
30,2,1823,315,97,460,1,-1,-1,-1
30,4,1338,468,73,196,1,-1,-1,-1
30,12,334,496,80,211,1,-1,-1,-1
31,3,10,234,400,662,1,-1,-1,-1
31,2,1821,318,99,456,1,-1,-1,-1
31,0,1628,378,172,386,1,-1,-1,-1
31,4,1339,470,73,192,1,-1,-1,-1
31,12,1311,510,51,148,1,-1,-1,-1
32,3,16,235,390,654,1,-1,-1,-1
32,2,1817,318,103,454,1,-1,-1,-1
32,0,1626,377,167,390,1,-1,-1,-1
32,4,1338,473,76,187,1,-1,-1,-1
33,2,1810,318,110,457,1,-1,-1,-1
33,3,15,237,383,656,1,-1,-1,-1
33,0,1628,377,162,393,1,-1,-1,-1
33,4,1337,475,76,186,1,-1,-1,-1
33,17,1310,525,43,134,1,-1,-1,-1
34,2,1805,317,115,459,1,-1,-1,-1
34,3,7,243,406,650,1,-1,-1,-1
34,0,1627,374,166,395,1,-1,-1,-1
34,4,1337,477,77,184,1,-1,-1,-1
34,17,1311,526,43,136,1,-1,-1,-1
35,2,1797,316,123,458,1,-1,-1,-1
35,3,4,252,440,637,1,-1,-1,-1
35,0,1630,373,161,398,1,-1,-1,-1
35,4,1338,472,76,192,1,-1,-1,-1
35,17,1313,526,44,138,1,-1,-1,-1
36,2,1795,315,125,459,1,-1,-1,-1
36,3,4,262,453,632,1,-1,-1,-1
36,0,1629,373,159,402,1,-1,-1,-1
36,4,1339,474,74,191,1,-1,-1,-1
36,17,1313,530,45,135,1,-1,-1,-1
37,2,1795,315,125,459,1,-1,-1,-1
37,3,2,258,459,638,1,-1,-1,-1
37,0,1628,373,157,403,1,-1,-1,-1
37,4,1339,474,75,190,1,-1,-1,-1
37,17,1314,529,45,135,1,-1,-1,-1
37,18,1370,489,51,168,1,-1,-1,-1
37,19,1315,485,73,184,1,-1,-1,-1
38,3,16,252,452,650,1,-1,-1,-1
38,2,1791,314,129,462,1,-1,-1,-1
38,0,1628,371,150,401,1,-1,-1,-1
38,4,1345,475,68,188,1,-1,-1,-1
38,17,1315,529,46,135,1,-1,-1,-1
38,18,1372,491,48,166,1,-1,-1,-1
39,2,1790,312,130,467,1,-1,-1,-1
39,3,33,244,448,664,1,-1,-1,-1
39,0,1624,363,156,414,1,-1,-1,-1
39,4,1344,474,70,189,1,-1,-1,-1
39,17,1315,528,46,136,1,-1,-1,-1
39,18,1373,490,48,166,1,-1,-1,-1
40,2,1790,314,130,469,1,-1,-1,-1
40,3,73,242,417,661,1,-1,-1,-1
40,0,1625,361,154,421,1,-1,-1,-1
40,4,1345,476,68,186,1,-1,-1,-1
40,17,1315,530,47,135,1,-1,-1,-1
40,18,1373,490,47,167,1,-1,-1,-1
41,2,1787,316,133,470,1,-1,-1,-1
41,3,139,248,356,648,1,-1,-1,-1
41,0,1626,362,152,421,1,-1,-1,-1
41,4,1342,472,71,191,1,-1,-1,-1
41,18,1372,487,48,170,1,-1,-1,-1
41,20,106,447,86,315,1,-1,-1,-1
41,17,1316,529,46,136,1,-1,-1,-1
42,2,1787,318,133,468,1,-1,-1,-1
42,3,141,251,360,647,1,-1,-1,-1
42,0,1624,368,143,415,1,-1,-1,-1
42,4,1343,473,70,189,1,-1,-1,-1
42,18,1373,488,48,169,1,-1,-1,-1
42,20,110,496,80,259,1,-1,-1,-1
42,17,1316,527,47,137,1,-1,-1,-1
42,21,1319,481,72,187,1,-1,-1,-1
43,2,1784,317,136,471,1,-1,-1,-1
43,3,229,248,277,640,1,-1,-1,-1
43,0,1623,371,150,415,1,-1,-1,-1
43,4,1345,472,68,191,1,-1,-1,-1
43,18,1371,487,50,171,1,-1,-1,-1
43,20,110,508,78,240,1,-1,-1,-1
43,17,1317,526,45,138,1,-1,-1,-1
43,21,1319,480,73,188,1,-1,-1,-1
44,2,1782,317,138,474,1,-1,-1,-1
44,3,250,251,267,629,1,-1,-1,-1
44,0,1617,367,157,419,1,-1,-1,-1
44,4,1344,472,69,192,1,-1,-1,-1
44,20,112,510,75,239,1,-1,-1,-1
44,18,1371,487,50,171,1,-1,-1,-1
44,17,1637,335,267,458,1,-1,-1,-1
45,2,1780,314,140,479,1,-1,-1,-1
45,3,293,248,240,618,1,-1,-1,-1
45,0,1615,363,165,419,1,-1,-1,-1
45,4,1344,472,69,191,1,-1,-1,-1
45,20,113,509,76,241,1,-1,-1,-1
45,17,1637,331,269,464,1,-1,-1,-1
46,2,1781,312,139,482,1,-1,-1,-1
46,3,304,249,229,611,1,-1,-1,-1
46,0,1610,361,169,418,1,-1,-1,-1
46,4,1344,472,69,191,1,-1,-1,-1
46,20,110,510,81,260,1,-1,-1,-1
46,17,1371,486,52,172,1,-1,-1,-1
47,2,1783,308,137,486,1,-1,-1,-1
47,3,316,249,235,622,1,-1,-1,-1
47,0,1601,356,172,427,1,-1,-1,-1
47,4,1344,474,69,188,1,-1,-1,-1
47,17,1373,488,51,169,1,-1,-1,-1
47,20,112,514,78,249,1,-1,-1,-1
48,2,1782,303,138,494,1,-1,-1,-1
48,3,350,265,236,612,1,-1,-1,-1
48,0,1594,352,175,431,1,-1,-1,-1
48,4,1345,474,68,188,1,-1,-1,-1
48,20,114,520,76,237,1,-1,-1,-1
48,22,539,470,41,89,1,-1,-1,-1
48,17,1373,488,52,169,1,-1,-1,-1
49,2,1778,301,142,494,1,-1,-1,-1
49,3,358,264,239,603,1,-1,-1,-1
49,0,1585,351,187,429,1,-1,-1,-1
49,4,1346,473,67,189,1,-1,-1,-1
49,20,112,521,79,235,1,-1,-1,-1
49,17,1375,489,51,168,1,-1,-1,-1
50,3,366,264,288,601,1,-1,-1,-1
50,2,1781,296,139,500,1,-1,-1,-1
50,0,1578,360,181,426,1,-1,-1,-1
50,4,1345,473,69,189,1,-1,-1,-1
50,20,110,517,80,240,1,-1,-1,-1
50,17,1376,488,49,169,1,-1,-1,-1
51,2,1782,295,138,500,1,-1,-1,-1
51,3,374,269,309,596,1,-1,-1,-1
51,0,1573,361,186,431,1,-1,-1,-1
51,4,1346,474,68,187,1,-1,-1,-1
51,23,345,439,91,239,1,-1,-1,-1
51,20,112,508,78,241,1,-1,-1,-1
51,17,1376,489,50,168,1,-1,-1,-1
51,24,243,461,61,113,1,-1,-1,-1
52,2,1778,294,141,495,1,-1,-1,-1
52,3,374,287,329,584,1,-1,-1,-1
52,0,1568,362,184,432,1,-1,-1,-1
52,4,1345,474,69,187,1,-1,-1,-1
52,20,113,502,78,245,1,-1,-1,-1
52,23,366,439,87,257,1,-1,-1,-1
52,17,1375,489,51,167,1,-1,-1,-1
53,2,1775,285,145,506,1,-1,-1,-1
53,3,380,274,329,590,1,-1,-1,-1
53,0,1569,356,169,441,1,-1,-1,-1
53,4,1345,476,69,184,1,-1,-1,-1
53,20,114,521,77,228,1,-1,-1,-1
53,23,373,429,91,274,1,-1,-1,-1
53,17,1376,490,51,166,1,-1,-1,-1
54,2,1773,285,146,506,1,-1,-1,-1
54,3,383,278,325,586,1,-1,-1,-1
54,0,1571,357,166,439,1,-1,-1,-1
54,4,1345,474,69,187,1,-1,-1,-1
54,20,114,516,78,232,1,-1,-1,-1
54,23,363,443,76,249,1,-1,-1,-1
54,17,1374,488,53,169,1,-1,-1,-1
55,2,1772,276,147,521,1,-1,-1,-1
55,3,395,282,319,578,1,-1,-1,-1
55,0,1569,364,159,424,1,-1,-1,-1
55,4,1345,475,70,185,1,-1,-1,-1
55,20,114,520,77,230,1,-1,-1,-1
55,23,367,452,84,250,1,-1,-1,-1
55,17,1374,488,52,168,1,-1,-1,-1
56,2,1768,278,151,521,1,-1,-1,-1
56,3,418,277,302,583,1,-1,-1,-1
56,0,1565,367,169,422,1,-1,-1,-1
56,4,1346,474,69,187,1,-1,-1,-1
56,23,369,460,91,246,1,-1,-1,-1
56,17,1373,488,53,168,1,-1,-1,-1
56,20,114,531,76,217,1,-1,-1,-1
57,2,1768,280,151,520,1,-1,-1,-1
57,3,437,289,285,567,1,-1,-1,-1
57,0,1562,366,176,428,1,-1,-1,-1
57,23,373,460,84,245,1,-1,-1,-1
57,4,1346,475,69,185,1,-1,-1,-1
57,17,1375,489,51,167,1,-1,-1,-1
58,2,1764,278,156,522,1,-1,-1,-1
58,3,481,275,236,577,1,-1,-1,-1
58,0,1553,355,189,443,1,-1,-1,-1
58,23,378,451,91,260,1,-1,-1,-1
58,4,1345,475,70,185,1,-1,-1,-1
58,17,1375,488,51,168,1,-1,-1,-1
59,2,1758,283,162,519,1,-1,-1,-1
59,0,1548,352,191,445,1,-1,-1,-1
59,3,508,262,225,593,1,-1,-1,-1
59,23,385,450,87,253,1,-1,-1,-1
59,4,1345,476,69,184,1,-1,-1,-1
59,17,1376,489,49,167,1,-1,-1,-1
60,2,1754,283,166,524,1,-1,-1,-1
60,23,389,453,92,249,1,-1,-1,-1
60,3,557,250,221,603,1,-1,-1,-1
60,0,1545,351,182,448,1,-1,-1,-1
60,4,1344,475,71,185,1,-1,-1,-1
60,17,1375,488,50,168,1,-1,-1,-1
61,2,1749,284,171,535,1,-1,-1,-1
61,3,560,255,253,592,1,-1,-1,-1
61,23,389,446,92,256,1,-1,-1,-1
61,0,1538,347,181,453,1,-1,-1,-1
61,4,1343,476,72,184,1,-1,-1,-1
61,17,1374,489,51,167,1,-1,-1,-1
62,2,1749,284,171,530,1,-1,-1,-1
62,3,561,259,267,584,1,-1,-1,-1
62,23,391,444,91,257,1,-1,-1,-1
62,0,1530,339,194,462,1,-1,-1,-1
62,4,1343,475,72,185,1,-1,-1,-1
62,17,1374,488,52,168,1,-1,-1,-1
63,2,1744,286,176,534,1,-1,-1,-1
63,3,583,259,270,585,1,-1,-1,-1
63,23,396,438,89,260,1,-1,-1,-1
63,0,1519,340,196,463,1,-1,-1,-1
63,4,1344,476,71,184,1,-1,-1,-1
63,17,1375,489,50,167,1,-1,-1,-1
64,2,1742,280,178,544,1,-1,-1,-1
64,3,598,258,270,585,1,-1,-1,-1
64,23,403,442,86,256,1,-1,-1,-1
64,0,1517,342,193,462,1,-1,-1,-1
64,4,1344,476,71,184,1,-1,-1,-1
64,17,1376,489,50,167,1,-1,-1,-1
64,25,1317,531,45,132,1,-1,-1,-1
65,3,610,254,275,590,1,-1,-1,-1
65,2,1739,278,181,539,1,-1,-1,-1
65,23,404,441,95,267,1,-1,-1,-1
65,0,1518,344,189,464,1,-1,-1,-1
65,4,1344,477,71,182,1,-1,-1,-1
65,17,1376,490,50,166,1,-1,-1,-1
65,25,1317,530,45,132,1,-1,-1,-1
66,3,621,275,278,565,1,-1,-1,-1
66,2,1734,275,186,543,1,-1,-1,-1
66,23,407,438,93,270,1,-1,-1,-1
66,0,1522,346,184,461,1,-1,-1,-1
66,4,1344,478,71,182,1,-1,-1,-1
66,25,1317,532,45,132,1,-1,-1,-1
66,17,1378,491,48,165,1,-1,-1,-1
67,3,628,282,284,557,1,-1,-1,-1
67,23,410,439,93,271,1,-1,-1,-1
67,2,1727,276,186,539,1,-1,-1,-1
67,0,1516,345,187,472,1,-1,-1,-1
67,4,1344,478,71,181,1,-1,-1,-1
67,17,1377,490,48,166,1,-1,-1,-1
67,25,1317,532,45,131,1,-1,-1,-1
68,3,640,289,289,554,1,-1,-1,-1
68,23,410,430,95,281,1,-1,-1,-1
68,2,1715,271,200,552,1,-1,-1,-1
68,0,1512,348,188,474,1,-1,-1,-1
68,4,1343,478,72,181,1,-1,-1,-1
68,17,1376,491,50,164,1,-1,-1,-1
68,25,1317,531,45,131,1,-1,-1,-1
69,3,654,292,282,550,1,-1,-1,-1
69,23,412,431,92,278,1,-1,-1,-1
69,2,1711,266,203,556,1,-1,-1,-1
69,0,1508,345,186,474,1,-1,-1,-1
69,26,255,478,87,230,1,-1,-1,-1
69,4,1342,478,73,181,1,-1,-1,-1
69,17,1376,491,50,164,1,-1,-1,-1
69,25,1317,531,45,131,1,-1,-1,-1
70,23,415,432,105,280,1,-1,-1,-1
70,2,1709,260,201,554,1,-1,-1,-1
70,3,703,298,233,534,1,-1,-1,-1
70,26,254,473,90,238,1,-1,-1,-1
70,4,1343,479,72,180,1,-1,-1,-1
70,0,1512,351,187,465,1,-1,-1,-1
70,25,1317,532,45,130,1,-1,-1,-1
70,17,1376,492,49,164,1,-1,-1,-1
71,2,1707,260,201,557,1,-1,-1,-1
71,23,415,432,108,279,1,-1,-1,-1
71,3,711,285,234,542,1,-1,-1,-1
71,26,256,475,88,236,1,-1,-1,-1
71,0,1507,349,187,469,1,-1,-1,-1
71,4,1342,480,72,180,1,-1,-1,-1
71,25,20,524,90,232,1,-1,-1,-1
71,17,1377,492,49,164,1,-1,-1,-1
72,2,1706,258,202,564,1,-1,-1,-1
72,23,416,432,111,281,1,-1,-1,-1
72,3,731,264,215,573,1,-1,-1,-1
72,26,259,470,85,244,1,-1,-1,-1
72,0,1508,349,184,475,1,-1,-1,-1
72,4,1342,479,72,180,1,-1,-1,-1
72,25,21,519,92,233,1,-1,-1,-1
72,17,1378,492,48,164,1,-1,-1,-1
72,27,1317,531,44,131,1,-1,-1,-1
73,2,1705,258,199,577,1,-1,-1,-1
73,23,416,428,110,293,1,-1,-1,-1
73,26,257,475,89,236,1,-1,-1,-1
73,0,1502,344,188,488,1,-1,-1,-1
73,3,744,269,211,553,1,-1,-1,-1
73,4,1342,478,72,181,1,-1,-1,-1
73,25,25,521,85,233,1,-1,-1,-1
73,17,1377,491,48,165,1,-1,-1,-1
73,27,1317,532,44,131,1,-1,-1,-1
74,2,1706,256,195,585,1,-1,-1,-1
74,23,418,426,112,289,1,-1,-1,-1
74,26,257,473,90,238,1,-1,-1,-1
74,0,1508,345,175,488,1,-1,-1,-1
74,4,1342,477,72,183,1,-1,-1,-1
74,3,747,277,216,536,1,-1,-1,-1
74,25,21,523,90,233,1,-1,-1,-1
74,28,114,536,77,209,1,-1,-1,-1
74,17,1377,491,48,165,1,-1,-1,-1
74,27,1317,533,44,130,1,-1,-1,-1
75,2,1702,254,198,585,1,-1,-1,-1
75,23,416,433,118,270,1,-1,-1,-1
75,26,259,466,90,242,1,-1,-1,-1
75,0,1504,347,187,484,1,-1,-1,-1
75,3,779,276,192,533,1,-1,-1,-1
75,4,1343,478,71,181,1,-1,-1,-1
75,25,19,522,91,235,1,-1,-1,-1
75,17,1378,491,46,164,1,-1,-1,-1
75,27,1317,532,44,131,1,-1,-1,-1
76,2,1698,254,204,583,1,-1,-1,-1
76,23,419,433,117,270,1,-1,-1,-1
76,3,776,286,218,522,1,-1,-1,-1
76,0,1494,343,203,490,1,-1,-1,-1
76,26,259,469,92,235,1,-1,-1,-1
76,4,1343,478,71,181,1,-1,-1,-1
76,17,1378,490,47,165,1,-1,-1,-1
76,25,22,524,89,231,1,-1,-1,-1
76,27,1317,530,43,133,1,-1,-1,-1
77,2,1698,256,204,577,1,-1,-1,-1
77,23,422,433,109,268,1,-1,-1,-1
77,3,784,291,230,516,1,-1,-1,-1
77,26,259,469,92,235,1,-1,-1,-1
77,0,1494,337,200,498,1,-1,-1,-1
77,4,1344,479,69,179,1,-1,-1,-1
77,17,1378,490,47,164,1,-1,-1,-1
77,25,20,524,92,232,1,-1,-1,-1
77,27,1317,532,44,131,1,-1,-1,-1
78,2,1698,259,204,585,1,-1,-1,-1
78,23,424,427,109,277,1,-1,-1,-1
78,3,794,299,262,507,1,-1,-1,-1
78,26,257,461,102,245,1,-1,-1,-1
78,4,1343,477,71,181,1,-1,-1,-1
78,0,1494,337,203,494,1,-1,-1,-1
78,17,1377,489,48,165,1,-1,-1,-1
78,25,23,522,88,232,1,-1,-1,-1
78,27,1317,533,44,130,1,-1,-1,-1
78,29,115,535,74,208,1,-1,-1,-1
79,2,1695,259,201,590,1,-1,-1,-1
79,23,425,427,109,277,1,-1,-1,-1
79,26,260,462,102,245,1,-1,-1,-1
79,3,801,284,263,513,1,-1,-1,-1
79,4,1342,474,71,185,1,-1,-1,-1
79,0,1490,334,187,494,1,-1,-1,-1
79,25,29,518,83,235,1,-1,-1,-1
79,17,1377,487,48,167,1,-1,-1,-1
79,27,1317,532,44,130,1,-1,-1,-1
79,29,114,534,76,209,1,-1,-1,-1
80,2,1690,257,205,596,1,-1,-1,-1
80,23,431,427,106,275,1,-1,-1,-1
80,3,813,278,256,529,1,-1,-1,-1
80,26,272,467,96,243,1,-1,-1,-1
80,0,1479,324,194,508,1,-1,-1,-1
80,4,1342,475,71,184,1,-1,-1,-1
80,25,31,519,87,237,1,-1,-1,-1
80,17,1378,488,45,167,1,-1,-1,-1
80,27,1317,532,44,131,1,-1,-1,-1
80,29,117,537,72,206,1,-1,-1,-1
81,2,1689,259,206,598,1,-1,-1,-1
81,23,437,423,99,289,1,-1,-1,-1
81,3,813,290,263,517,1,-1,-1,-1
81,26,277,467,92,243,1,-1,-1,-1
81,0,1469,320,203,524,1,-1,-1,-1
81,4,1343,475,71,184,1,-1,-1,-1
81,27,1317,532,44,131,1,-1,-1,-1
81,17,1376,488,47,166,1,-1,-1,-1
81,25,13,511,101,235,1,-1,-1,-1
82,2,1684,255,212,605,1,-1,-1,-1
82,23,439,418,95,295,1,-1,-1,-1
82,3,818,275,263,523,1,-1,-1,-1
82,0,1465,324,210,522,1,-1,-1,-1
82,26,278,466,92,243,1,-1,-1,-1
82,4,1342,475,71,183,1,-1,-1,-1
82,25,27,525,90,224,1,-1,-1,-1
82,27,1316,531,44,131,1,-1,-1,-1
82,17,1376,487,49,166,1,-1,-1,-1
83,2,1678,252,222,611,1,-1,-1,-1
83,23,445,419,90,290,1,-1,-1,-1
83,0,1459,329,204,505,1,-1,-1,-1
83,3,849,294,226,505,1,-1,-1,-1
83,4,1342,476,70,182,1,-1,-1,-1
83,26,279,475,91,234,1,-1,-1,-1
83,25,25,521,89,230,1,-1,-1,-1
83,17,1377,486,45,169,1,-1,-1,-1
83,27,1317,531,43,130,1,-1,-1,-1
84,2,1678,251,220,611,1,-1,-1,-1
84,23,446,429,88,276,1,-1,-1,-1
84,3,870,302,204,489,1,-1,-1,-1
84,0,1451,332,214,502,1,-1,-1,-1
84,26,308,466,73,240,1,-1,-1,-1
84,4,1342,476,71,181,1,-1,-1,-1
84,27,1317,532,44,129,1,-1,-1,-1
84,17,1375,486,49,168,1,-1,-1,-1
85,2,1675,250,222,617,1,-1,-1,-1
85,23,447,427,92,282,1,-1,-1,-1
85,3,899,299,189,485,1,-1,-1,-1
85,0,1452,336,201,502,1,-1,-1,-1
85,26,302,465,83,240,1,-1,-1,-1
85,4,1344,478,69,178,1,-1,-1,-1
85,17,22,520,94,234,1,-1,-1,-1
85,27,1317,529,43,132,1,-1,-1,-1
86,2,1674,250,224,617,1,-1,-1,-1
86,23,447,425,98,286,1,-1,-1,-1
86,3,922,295,178,493,1,-1,-1,-1
86,0,1444,333,211,509,1,-1,-1,-1
86,26,304,459,89,250,1,-1,-1,-1
86,4,1343,477,70,181,1,-1,-1,-1
86,27,1317,529,43,133,1,-1,-1,-1
87,2,1676,244,219,619,1,-1,-1,-1
87,3,927,290,196,499,1,-1,-1,-1
87,23,451,427,95,280,1,-1,-1,-1
87,26,308,456,85,251,1,-1,-1,-1
87,0,1438,335,225,505,1,-1,-1,-1
87,4,1343,476,72,183,1,-1,-1,-1
87,27,1317,529,43,133,1,-1,-1,-1
87,30,1376,486,55,170,1,-1,-1,-1
88,2,1676,248,216,610,1,-1,-1,-1
88,3,937,292,212,490,1,-1,-1,-1
